,true_label,2,3,4
0,1,0,1,0
1,1,0,1,0
2,2,0,1,1
3,2,0,1,1
4,2,0,1,1
5,2,0,2,1
6,2,0,1,1
7,2,0,1,1
8,2,0,1,1
9,2,0,1,1
10,2,0,1,1
11,2,0,1,1
12,2,0,2,1
13,2,0,2,1
14,2,0,2,1
15,2,0,2,1
16,2,0,2,1
17,2,0,2,1
18,2,0,2,1
19,2,0,2,1
20,2,0,2,1
21,2,0,2,1
22,2,0,2,1
23,2,0,2,1
24,2,0,2,1
25,2,0,2,1
26,2,0,2,1
27,2,0,2,1
28,2,0,2,1
29,2,0,2,1
30,2,0,2,1
31,2,1,2,1
32,2,1,2,1
33,2,1,2,1
34,2,0,2,1
35,2,0,2,1
36,2,1,2,1
37,2,1,2,1
38,2,1,2,1
39,2,1,2,1
40,2,1,2,2
41,2,1,2,2
42,2,1,2,2
43,2,1,2,2
44,2,1,2,2
45,2,1,2,2
46,2,1,2,1
47,2,1,2,2
48,2,1,2,2
49,2,1,2,2
50,2,1,2,2
51,2,1,2,2
52,2,1,2,2
53,2,1,2,2
54,2,1,2,2
55,2,1,2,2
56,2,1,2,2
57,2,1,2,2
58,2,1,2,2
59,2,1,2,2
60,2,1,2,2
61,2,1,2,2
62,2,1,2,2
63,2,1,2,2
64,2,1,2,2
65,2,1,2,2
66,2,1,2,2
67,2,1,2,2
68,2,1,2,2
69,2,1,2,2
70,2,1,2,2
71,2,1,2,2
72,2,1,2,2
73,2,1,2,2
74,2,1,2,2
75,2,1,2,2
76,2,1,2,2
77,2,1,2,2
78,2,1,2,2
79,2,1,2,2
80,2,1,2,2
81,2,1,2,2
82,2,1,2,2
83,2,1,2,2
84,2,1,2,2
85,2,1,2,2
86,2,1,2,2
87,2,1,2,2
88,2,1,2,2
89,2,1,2,2
90,2,1,2,2
91,2,1,2,2
92,2,1,2,2
93,2,1,2,2
94,2,1,0,2
95,2,1,2,2
96,2,1,0,2
97,2,1,0,2
98,2,1,0,2
99,2,1,0,2
100,2,1,0,2
101,2,1,0,2
102,2,1,0,2
103,2,1,0,2
104,2,1,0,2
105,2,1,2,2
106,2,1,0,3
107,2,1,0,3
108,2,1,0,3
109,2,1,0,3
110,2,1,0,3
111,2,1,0,3
112,2,1,0,3
113,2,1,0,3
114,2,1,0,3
115,2,1,0,3
116,2,1,0,3
117,2,1,0,3
118,2,1,0,3
119,2,1,0,3
120,2,1,0,3
121,2,1,0,3
122,2,1,0,3
123,2,1,0,3
124,2,1,0,3
125,2,1,0,3
126,2,1,0,3
127,2,1,0,3
128,2,1,0,3
129,2,1,0,3
130,2,1,0,3
131,2,1,0,3
132,2,1,0,3
133,2,1,0,3
134,2,1,0,3
135,2,1,0,3
136,2,1,0,3
137,2,1,0,3
138,2,1,0,3
139,2,1,0,3
140,2,1,0,3
141,2,1,0,3
142,2,1,0,3
143,2,1,0,3
144,2,1,0,3
145,2,1,0,3
146,2,1,0,3
147,2,1,0,3
148,2,1,0,3
149,2,1,2,2
150,2,1,2,2
151,2,1,2,2
152,2,1,2,2
153,2,0,2,1
154,1,0,2,1
155,1,1,2,2
156,1,1,1,0
157,1,1,0,3
158,1,1,0,3
159,1,1,0,0
160,1,0,1,0
161,1,0,1,0
162,1,0,1,0
163,2,0,2,1
164,1,0,1,0
165,1,0,1,0
166,1,0,1,0
167,1,0,1,0
168,1,0,1,1
169,1,0,1,0
170,1,0,1,0
171,1,0,1,0
172,1,0,1,0
173,1,0,1,0
174,1,1,0,3
175,1,0,0,3
176,1,0,1,0
177,1,0,1,0
178,1,0,1,0
179,1,0,1,0
180,1,0,1,0
181,1,0,1,0
182,1,0,1,0
183,1,0,1,0
184,1,0,1,0
185,1,0,1,0
186,1,0,1,0
187,1,0,1,0
188,1,0,1,0
189,1,0,1,0
190,1,0,1,0
191,1,0,1,0
192,1,0,0,0
193,1,0,1,0
194,1,0,1,0
195,1,0,1,0
196,1,0,1,0
197,1,0,1,0
198,1,0,1,0
199,1,0,1,0
200,1,0,1,0
201,1,0,1,0
202,1,0,1,0
203,1,0,1,0
204,1,0,1,0
205,1,0,1,0
206,1,0,1,0
207,1,0,1,0
208,1,0,1,0
209,1,0,1,0
210,1,0,1,0
211,1,0,1,0
212,1,0,1,0
213,1,0,1,0
214,1,0,1,0
215,1,0,1,0
216,1,0,1,0
217,1,0,1,0
218,1,0,1,0
219,1,0,1,0
220,1,0,1,0
221,1,0,1,0
222,1,0,1,0
223,1,0,1,0
224,1,0,1,0
225,1,0,1,0
226,1,0,1,0
227,1,0,1,0
228,1,0,1,0
229,1,0,1,0
230,1,0,1,0
231,1,0,1,0
232,1,0,1,0
233,1,0,1,0
234,1,0,1,0
235,1,0,1,0
236,1,0,1,0
237,1,0,1,0
238,1,0,1,0
239,1,0,1,0
